#==================================================================
# OMERE 5.6.1.30196 - Orbit
#
# File: C:\Users\giorg\Documents\OMERE 5.6\orbit.dat
# Creation: 13/01/2025 03:11:53
#==================================================================

# Number of segment(s) in the mission: 1

#*************************************************************
# Segment : 1/1
#*************************************************************
# Name :                                AEOLUS Orbit
# Duration :                            5 year(s)
# Perigee :                             320.000000km
# Apogee :                              320.000000km
# Inclination :                         97.000°
# Argument of Perigee :                 0.000°
# Longitude of Ascending node :         0.000°
# (with respect to Greenwich)
# True Anomaly :                        0.000°
# Period :                              5455.596s
# Number of orbits :                    100
# Number of points per orbit :          100


#      altitude      latitude     longitude         time
#          (km)           (°)           (°)          (s)
    335.661338       -58.868       -79.675      108359.0
    334.468928       -55.365       -81.393      108413.5
    333.214686       -51.846       -82.867      108468.1
    331.918372       -48.317       -84.160      108522.7
    330.600396       -44.778       -85.315      108577.2
    329.281497       -41.233       -86.363      108631.8
    327.982416       -37.683       -87.326      108686.3
    326.723569       -34.129       -88.222      108740.9
    325.524728       -30.571       -89.063      108795.5
    324.404713       -27.010       -89.861      108850.0
    323.381096       -23.448       -90.624      108904.6
    322.469928       -19.883       -91.359      108959.2
    321.685490       -16.318       -92.072      109013.7
    321.040074       -12.751       -92.767      109068.3
    320.543789        -9.183       -93.449      109122.8
    320.204405        -5.615       -94.122      109177.4
    320.027235        -2.047       -94.790      109232.0
    320.015054         1.522       -95.455      109286.5
    320.168052         5.090       -96.122      109341.1
    320.483833         8.658       -96.794      109395.6
    320.957454        12.226       -97.475      109450.2
    321.581500        15.793       -98.168      109504.8
    322.346196        19.359       -98.877      109559.3
    323.239562        22.923       -99.608      109613.9
    324.247596        26.486      -100.367      109668.5
    325.354492        30.047      -101.159      109723.0
    326.542885        33.605      -101.994      109777.6
    327.794121        37.160      -102.881      109832.1
    329.088550        40.711      -103.833      109886.7
    330.405829        44.257      -104.867      109941.3
    331.725246        47.796      -106.005      109995.8
    333.026042        51.328      -107.275      110050.4
    334.287735        54.848      -108.720      110104.9
    335.490452        58.354      -110.397      110159.5
    336.615235        61.840      -112.392      110214.1
    337.644344        65.297      -114.840      110268.6
    338.561541        68.712      -117.955      110323.2
    339.352348        72.060      -122.101      110377.7
    340.004276        75.295      -127.938      110432.3
    340.507026        78.324      -136.720      110486.9
    340.852654        80.936      -150.816      110541.4
    341.035696        82.671      -173.392      110596.0
    341.053260        82.859       157.572      110650.6
    340.905067        81.398       133.078      110705.1
    340.593461        78.922       117.431      110759.7
    340.123366        75.958       107.769      110814.2
    339.502211        72.756       101.442      110868.8
    338.739810        69.427        97.008      110923.4
    337.848204        66.024        93.712      110977.9
    336.841469        62.574        91.145      111032.5
    335.735491        59.093        89.067      111087.0
    334.547715        55.591        87.331      111141.6
    333.296865        52.073        85.842      111196.2
    332.002649        48.544        84.539      111250.7
    330.685444        45.006        83.376      111305.3
    329.365978        41.461        82.322      111359.9
    328.065003        37.911        81.355      111414.4
    326.802963        34.357        80.455      111469.0
    325.599684        30.800        79.610      111523.5
    324.474054        27.239        78.809      111578.1
    323.443733        23.677        78.044      111632.7
    322.524880        20.113        77.308      111687.2
    321.731896        16.547        76.594      111741.8
    321.077207        12.981        75.898      111796.3
    320.571067         9.413        75.215      111850.9
    320.221402         5.845        74.542      111905.5
    320.033685         2.277        73.874      111960.0
    320.010855        -1.292        73.208      112014.6
    320.153269        -4.861        72.542      112069.2
    320.458699        -8.429        71.870      112123.7
    320.922362       -11.996        71.190      112178.3
    321.537000       -15.563        70.498      112232.8
    322.292984       -19.129        69.790      112287.4
    323.178473       -22.694        69.060      112342.0
    324.179587       -26.257        68.304      112396.5
    325.280629       -29.818        67.513      112451.1
    326.464327       -33.376        66.682      112505.6
    327.712103       -36.931        65.799      112560.2
    329.004359       -40.483        64.851      112614.8
    330.320789       -44.029        63.823      112669.3
    331.640695       -47.569        62.693      112723.9
    332.943309       -51.101        61.432      112778.5
    334.208125       -54.622        60.000      112833.0
    335.415219       -58.129        58.341      112887.6
    336.545564       -61.616        56.369      112942.1
    337.581335       -65.076        53.955      112996.7
    338.506188       -68.494        50.892      113051.3
    339.305526       -71.847        46.828      113105.8
    339.966724       -75.092        41.129      113160.4
    340.479337       -78.138        32.593      113214.9
    340.835265       -80.787        18.937      113269.5
    341.028883       -82.599        -3.041      113324.1
    341.057130       -82.901       -31.957      113378.6
    340.919559       -81.530       -57.007      113433.2
    340.618346       -79.099       -73.158      113487.8
    340.158251       -76.157       -83.110      113542.3
    339.546544       -72.967       -89.598      113596.9
    338.792892       -69.644       -94.126      113651.4
    337.909195       -66.244       -97.480      113706.0
    336.909407       -62.797      -100.086      113760.6
    335.809305       -59.318      -102.191      113815.1
    334.626241       -55.817      -103.945      113869.7
    333.378865       -52.300      -105.447      113924.2
    332.086831       -48.771      -106.761      113978.8
    330.770483       -45.234      -107.932      114033.4
    329.450537       -41.690      -108.992      114087.9
    328.147751       -38.140      -109.965      114142.5
